Name,Team_from,League_from,Team_to,Summer,Transfer_fee,Comb
Fernando Navarro,RCD Mallorca,LaLiga,Sevilla FC,2008,4.7,Fernando Navarro2008
Tomás Sivok,Udinese Calcio,Serie A,Besiktas,2008,4.7,Tomás Sivok2008
Emre Belözoglu,Newcastle,Premier League,Fenerbahce,2008,4.5,Emre Belözoglu2008
Kevin Nolan,Bolton,Premier League,Newcastle,2008,4.5,Kevin Nolan2008
Francesco Modesto,Reggina,Serie A,Genoa,2008,4.5,Francesco Modesto2008
Maurizio Domizzi,SSC Napoli,Serie A,Udinese Calcio,2008,4.5,Maurizio Domizzi2008
Jaime Gavilán,Valencia CF,LaLiga,Getafe CF,2008,4.5,Jaime Gavilán2008
Tomas Zapotocny,Udinese Calcio,Serie A,Besiktas,2008,4.5,Tomas Zapotocny2008
Paul Robinson,Spurs,Premier League,Blackburn,2008,4.4,Paul Robinson2008
Lee Cattermole,Middlesbrough,Premier League,Wigan,2008,4.4,Lee Cattermole2008
Danny Guthrie,Liverpool,Premier League,Newcastle,2008,4.3,Danny Guthrie2008
Fernando Tissone,Atalanta,Serie A,Udinese Calcio,2008,4.2,Fernando Tissone2008
Bobby Zamora,West Ham,Premier League,Fulham,2008,4.1,Bobby Zamora2008
Javier Arizmendi,Valencia CF,LaLiga,Real Zaragoza,2008,4.0,Javier Arizmendi2008
Túlio de Melo,US Palermo,Serie A,LOSC Lille,2008,4.0,Túlio de Melo2008
Scott Carson,Liverpool,Premier League,West Brom,2008,4.0,Scott Carson2008
Javi García,CA Osasuna,LaLiga,Real Madrid,2008,4.0,Javi García2008
Javier Balboa,Real Madrid,LaLiga,Benfica,2008,4.0,Javier Balboa2008
Vince Grella,Torino,Serie A,Blackburn,2008,4.0,Vince Grella2008
Gianni Zuiverloon,Heerenveen,Eredivisie,West Brom,2008,4.0,Gianni Zuiverloon2008
Ismail Aissati,PSV Eindhoven,Eredivisie,AFC Ajax,2008,4.0,Ismail Aissati2008
Stef Nijland,FC Groningen,Eredivisie,PSV Eindhoven,2008,4.0,Stef Nijland2008
Marvin Emnes,Sparta R.,Eredivisie,Middlesbrough,2008,4.0,Marvin Emnes2008
Steven Davis,Fulham,Premier League,Rangers,2008,3.8,Steven Davis2008
John Paintsil,West Ham,Premier League,Fulham,2008,3.8,John Paintsil2008
Justin Hoyte,Arsenal,Premier League,Middlesbrough,2008,3.8,Justin Hoyte2008
Cristiano Ronaldo,Man Utd,Premier League,Real Madrid,2009,94.0,Cristiano Ronaldo2009
Zlatan Ibrahimovic,Inter,Serie A,FC Barcelona,2009,69.5,Zlatan Ibrahimovic2009
Kaká,AC Milan,Serie A,Real Madrid,2009,65.0,Kaká2009
Xabi Alonso,Liverpool,Premier League,Real Madrid,2009,34.5,Xabi Alonso2009
Emmanuel Adebayor,Arsenal,Premier League,Man City,2009,29.0,Emmanuel Adebayor2009
Carlos Tévez,West Ham,Premier League,Man City,2009,29.0,Carlos Tévez2009
Joleon Lescott,Everton,Premier League,Man City,2009,27.5,Joleon Lescott2009
Arjen Robben,Real Madrid,LaLiga,Bayern Munich ,2009,25.0,Arjen Robben2009
Diego Milito,Genoa,Serie A,Inter,2009,25.0,Diego Milito2009
Felipe Melo,Fiorentina,Serie A,Juventus,2009,25.0,Felipe Melo2009
Roque Santa Cruz,Blackburn,Premier League,Man City,2009,21.2,Roque Santa Cruz2009
Glen Johnson,Portsmouth,Premier League,Liverpool,2009,20.5,Glen Johnson2009
Samuel Eto'o,FC Barcelona,LaLiga,Inter,2009,20.0,Samuel Eto'o2009
Alberto Aquilani,AS Roma,Serie A,Liverpool,2009,20.0,Alberto Aquilani2009
Antonio Valencia,Wigan,Premier League,Man Utd,2009,18.9,Antonio Valencia2009
Kolo Touré,Arsenal,Premier League,Man City,2009,18.7,Kolo Touré2009
Fabio Quagliarella,Udinese Calcio,Serie A,SSC Napoli,2009,18.0,Fabio Quagliarella2009
Wesley Sneijder,Real Madrid,LaLiga,Inter,2009,15.0,Wesley Sneijder2009
Klaas-Jan Huntelaar,Real Madrid,LaLiga,AC Milan,2009,15.0,Klaas-Jan Huntelaar2009
Álvaro Negredo,Real Madrid,LaLiga,Sevilla FC,2009,15.0,Álvaro Negredo2009
Raúl Albiol,Valencia CF,LaLiga,Real Madrid,2009,15.0,Raúl Albiol2009
Robert Acquafresca,Inter,Serie A,Genoa,2009,15.0,Robert Acquafresca2009
Gareth Barry,Aston Villa,Premier League,Man City,2009,13.9,Gareth Barry2009
Michael Turner,Hull City,Premier League,Sunderland,2009,13.6,Michael Turner2009
Yoann Gourcuff,AC Milan,Serie A,G. Bordeaux,2009,13.5,Yoann Gourcuff2009
Thomas Vermaelen,AFC Ajax,Eredivisie,Arsenal,2009,12.0,Thomas Vermaelen2009
Darren Bent,Spurs,Premier League,Sunderland,2009,11.8,Darren Bent2009
Luca Cigarini,Atalanta,Serie A,SSC Napoli,2009,11.0,Luca Cigarini2009
Peter Crouch,Portsmouth,Premier League,Spurs,2009,10.5,Peter Crouch2009
Sergio Floccari,Atalanta,Serie A,Genoa,2009,10.5,Sergio Floccari2009
Leonardo Bonucci,Genoa,Serie A,Bari,2009,10.5,Leonardo Bonucci2009
Thiago Motta,Genoa,Serie A,Inter,2009,10.2,Thiago Motta2009
Marcus Berg,FC Groningen,Eredivisie,Hamburger SV,2009,10.0,Marcus Berg2009
McDonald Mariga,Parma,Serie A,Inter,2009,10.0,McDonald Mariga2009
Daniele Galloppa,Siena,Serie A,Parma,2009,10.0,Daniele Galloppa2009
Fabian Delph,Leeds,League One,Aston Villa,2009,9.5,Fabian Delph2009
Didier Zokora,Spurs,Premier League,Sevilla FC,2009,9.0,Didier Zokora2009
Eljero Elia,FC Twente,Eredivisie,Hamburger SV,2009,9.0,Eljero Elia2009
Stephen Warnock,Blackburn,Premier League,Aston Villa,2009,9.0,Stephen Warnock2009
Camilo Zúñiga,Siena,Serie A,SSC Napoli,2009,8.5,Camilo Zúñiga2009
Zdravko Kuzmanovic,Fiorentina,Serie A,VfB Stuttgart,2009,8.0,Zdravko Kuzmanovic2009
Demy de Zeeuw,AZ Alkmaar,Eredivisie,AFC Ajax,2009,8.0,Demy de Zeeuw2009
Danijel Pranjic,Heerenveen,Eredivisie,Bayern Munich ,2009,7.7,Danijel Pranjic2009
Daniel Sturridge,Man City,Premier League,Chelsea,2009,7.25,Daniel Sturridge2009
Elano,Man City,Premier League,Galatasaray,2009,7.0,Elano2009
Javi García,Real Madrid,LaLiga,Benfica,2009,7.0,Javi García2009
Lee Cattermole,Wigan,Premier League,Sunderland,2009,7.0,Lee Cattermole2009
Hugo Campagnaro,Sampdoria,Serie A,SSC Napoli,2009,7.0,Hugo Campagnaro2009
Richard Dunne,Man City,Premier League,Aston Villa,2009,6.8,Richard Dunne2009
Johnny Heitinga,Atlético Madrid,LaLiga,Everton,2009,6.8,Johnny Heitinga2009
Alessandro Diamanti,AS Livorno,Serie A,West Ham,2009,6.8,Alessandro Diamanti2009
Sylvain Distin,Portsmouth,Premier League,Everton,2009,6.5,Sylvain Distin2009
Florent Sinama-Pongolle,Atlético Madrid,LaLiga,Sporting CP,2009,6.5,Florent Sinama-Pongolle2009
Savio Nsereko,West Ham,Premier League,Fiorentina,2009,6.2,Savio Nsereko2009
David Rozehnal,Lazio,Serie A,Hamburger SV,2009,6.0,David Rozehnal2009
Matuzalém,Real Zaragoza,LaLiga,Lazio,2009,6.0,Matuzalém2009
Keisuke Honda,VVV-Venlo,Eredivisie,CSKA Moscow,2009,6.0,Keisuke Honda2009
Iván Marcano,Racing,LaLiga,Villarreal CF,2009,6.0,Iván Marcano2009
Younès Kaboul,Portsmouth,Premier League,Spurs,2009,5.9,Younès Kaboul2009
James Collins,West Ham,Premier League,Aston Villa,2009,5.7,James Collins2009
Ikechukwu Uche,Getafe CF,LaLiga,Real Zaragoza,2009,5.5,Ikechukwu Uche2009
Sergio Asenjo,Real Valladolid,LaLiga,Atlético Madrid,2009,5.5,Sergio Asenjo2009
Lorenzo De Silvestri,Lazio,Serie A,Fiorentina,2009,5.5,Lorenzo De Silvestri2009
Houssine Kharja,Siena,Serie A,Genoa,2009,5.2,Houssine Kharja2009
Maxwell,Inter,Serie A,FC Barcelona,2009,5.0,Maxwell2009
Álvaro Negredo,UD Almería,LaLiga,Real Madrid,2009,5.0,Álvaro Negredo2009
Marco Amelia,US Palermo,Serie A,Genoa,2009,5.0,Marco Amelia2009
Danko Lazovic,PSV Eindhoven,Eredivisie,Zenit S-Pb,2009,5.0,Danko Lazovic2009
Javier Saviola,Real Madrid,LaLiga,Benfica,2009,5.0,Javier Saviola2009
Matteo Ferrari,Genoa,Serie A,Besiktas,2009,5.0,Matteo Ferrari2009
Rubinho,Genoa,Serie A,US Palermo,2009,5.0,Rubinho2009
Miguel Ángel Moyà,RCD Mallorca,LaLiga,Valencia CF,2009,5.0,Miguel Ángel Moyà2009
Roman Eremenko,Udinese Calcio,Serie A,Dynamo Kyiv,2009,5.0,Roman Eremenko2009
Franco Semioli,Fiorentina,Serie A,Sampdoria,2009,5.0,Franco Semioli2009
Daniele Vantaggiato,Parma,Serie A,Padova,2009,5.0,Daniele Vantaggiato2009
Erwin Hoffer,Rapid Vienna,Bundesliga,SSC Napoli,2009,5.0,Erwin Hoffer2009
Riccardo Meggiorini,Inter,Serie A,Genoa,2009,5.0,Riccardo Meggiorini2009
Andrea Pisanu,Parma,Serie A,Bologna,2009,5.0,Andrea Pisanu2009
Alessandro Budel,Parma,Serie A,Brescia,2009,5.0,Alessandro Budel2009
Zat Knight,Aston Villa,Premier League,Bolton,2009,4.7,Zat Knight2009
Michael Chopra,Sunderland,Premier League,Cardiff,2009,4.7,Michael Chopra2009
Alberto Zapater,Real Zaragoza,LaLiga,Genoa,2009,4.5,Alberto Zapater2009
Marco Marchionni,Juventus,Serie A,Fiorentina,2009,4.5,Marco Marchionni2009
Kevin-Prince Boateng,Spurs,Premier League,Portsmouth,2009,4.5,Kevin-Prince Boateng2009
Reginaldo,Parma,Serie A,Siena,2009,4.5,Reginaldo2009
Nihat Kahveci,Villarreal CF,LaLiga,Besiktas,2009,4.25,Nihat Kahveci2009
Aquivaldo Mosquera,Sevilla FC,LaLiga,América,2009,4.2,Aquivaldo Mosquera2009
Fraizer Campbell,Man Utd,Premier League,Sunderland,2009,4.1,Fraizer Campbell2009
Álvaro Arbeloa,Liverpool,Premier League,Real Madrid,2009,4.0,Álvaro Arbeloa2009
Pedro León,Real Valladolid,LaLiga,Getafe CF,2009,4.0,Pedro León2009
Esteban Granero,Getafe CF,LaLiga,Real Madrid,2009,4.0,Esteban Granero2009
Sebastián Leto,Liverpool,Premier League,Panathinaikos,2009,4.0,Sebastián Leto2009
Leonardo Bonucci,Inter,Serie A,Genoa,2009,4.0,Leonardo Bonucci2009
Andrea Dossena,Liverpool,Premier League,SSC Napoli,2009,3.75,Andrea Dossena2009
Asmir Begovic,Portsmouth,Premier League,Stoke City,2009,3.75,Asmir Begovic2009
Emiliano Moretti,Valencia CF,LaLiga,Genoa,2009,3.7,Emiliano Moretti2009
Matías Fernández,Villarreal CF,LaLiga,Sporting CP,2009,3.64,Matías Fernández2009
Juan Arango,RCD Mallorca,LaLiga,Bor. M'gladbach,2009,3.6,Juan Arango2009
Antonio Mirante,Sampdoria,Serie A,Parma,2009,3.6,Antonio Mirante2009
Gelson Fernandes,Man City,Premier League,Saint-Étienne,2009,3.5,Gelson Fernandes2009
Boško Jankovic,US Palermo,Serie A,Genoa,2009,3.5,Boško Jankovic2009
Daniele Mannini,SSC Napoli,Serie A,Sampdoria,2009,3.5,Daniele Mannini2009
Marco Motta,Udinese Calcio,Serie A,AS Roma,2009,3.5,Marco Motta2009
Dean Whitehead,Sunderland,Premier League,Stoke City,2009,3.5,Dean Whitehead2009
Emiliano Viviano,Inter,Serie A,Bologna,2009,3.5,Emiliano Viviano2009
Sekou Cissé,Roda JC,Eredivisie,Feyenoord,2009,3.5,Sekou Cissé2009
Seyi Olofinjana,Stoke City,Premier League,Hull City,2009,3.5,Seyi Olofinjana2009
Michele Paolucci,Juventus,Serie A,Siena,2009,3.5,Michele Paolucci2009
Craig Gardner,Aston Villa,Premier League,Birmingham,2009,3.5,Craig Gardner2009
Ched Evans,Man City,Premier League,Sheffield Utd.,2009,3.5,Ched Evans2009
Marco Parolo,Chievo Verona,Serie A,RC Cesena,2009,3.5,Marco Parolo2009
Jonathan Pereira,Villarreal CF,LaLiga,Real Betis,2009,3.4,Jonathan Pereira2009
Míchel,Sporting Gijón,LaLiga,Birmingham,2009,3.3,Míchel2009
Michele Paolucci,Udinese Calcio,Serie A,Juventus,2009,3.3,Michele Paolucci2009
Fernando Torres,Liverpool,Premier League,Chelsea,2010,58.5,Fernando Torres2010
Andy Carroll,Newcastle,Premier League,Liverpool,2010,41.0,Andy Carroll2010
David Villa,Valencia CF,LaLiga,FC Barcelona,2010,40.0,David Villa2010
Yaya Touré,FC Barcelona,LaLiga,Man City,2010,30.0,Yaya Touré2010
Mario Balotelli,Inter,Serie A,Man City,2010,29.5,Mario Balotelli2010
David Silva,Valencia CF,LaLiga,Man City,2010,28.75,David Silva2010
Luis Suárez,AFC Ajax,Eredivisie,Liverpool,2010,26.5,Luis Suárez2010
Aleksandar Kolarov,Lazio,Serie A,Man City,2010,23.86,Aleksandar Kolarov2010
James Milner,Aston Villa,Premier League,Man City,2010,22.0,James Milner2010
Darren Bent,Sunderland,Premier League,Aston Villa,2010,21.5,Darren Bent2010
Javier Mascherano,Liverpool,Premier League,FC Barcelona,2010,20.0,Javier Mascherano2010
Andrea Ranocchia,Genoa,Serie A,Inter,2010,18.5,Andrea Ranocchia2010
Giampaolo Pazzini,Sampdoria,Serie A,Inter,2010,18.0,Giampaolo Pazzini2010
Robinho,Man City,Premier League,AC Milan,2010,18.0,Robinho2010
Diego,Juventus,Serie A,VfL Wolfsburg,2010,15.5,Diego2010
Leonardo Bonucci,Bari,Serie A,Juventus,2010,15.5,Leonardo Bonucci2010
Dmytro Chygrynskiy,FC Barcelona,LaLiga,Shakhtar D.,2010,15.0,Dmytro Chygrynskiy2010
Klaas-Jan Huntelaar,AC Milan,Serie A,FC Schalke 04,2010,14.0,Klaas-Jan Huntelaar2010
Simon Kjær,US Palermo,Serie A,VfL Wolfsburg,2010,12.0,Simon Kjær2010
Filipe Luís,Dep. La Coruña,LaLiga,Atlético Madrid,2010,12.0,Filipe Luís2010
Jorge Martínez,Catania,Serie A,Juventus,2010,12.0,Jorge Martínez2010
José Manuel Jurado,Atlético Madrid,LaLiga,FC Schalke 04,2010,11.0,José Manuel Jurado2010
Rafael van der Vaart,Real Madrid,LaLiga,Spurs,2010,10.5,Rafael van der Vaart2010
Roberto Soldado,Getafe CF,LaLiga,Valencia CF,2010,10.0,Roberto Soldado2010
Pedro León,Getafe CF,LaLiga,Real Madrid,2010,10.0,Pedro León2010
Nicolás Pareja,Espanyol,LaLiga,Spartak Moscow,2010,10.0,Nicolás Pareja2010
Stephen Ireland,Man City,Premier League,Aston Villa,2010,9.7,Stephen Ireland2010
Kenwyne Jones,Sunderland,Premier League,Stoke City,2010,9.7,Kenwyne Jones2010
Adriano,Sevilla FC,LaLiga,FC Barcelona,2010,9.5,Adriano2010
Salvatore Bocchetti,Genoa,Serie A,Rubin Kazan,2010,9.5,Salvatore Bocchetti2010
Zoran Tosic,Man Utd,Premier League,CSKA Moscow,2010,9.5,Zoran Tosic2010
Sergio Floccari,Genoa,Serie A,Lazio,2010,8.5,Sergio Floccari2010
Víctor Ruiz,Espanyol,LaLiga,SSC Napoli,2010,8.5,Víctor Ruiz2010
Roberto,Atlético Madrid,LaLiga,Benfica,2010,8.5,Roberto2010
Ricardo Carvalho,Chelsea,Premier League,Real Madrid,2010,8.0,Ricardo Carvalho2010
Diego Godín,Villarreal CF,LaLiga,Atlético Madrid,2010,8.0,Diego Godín2010
Nicolás Burdisso,Inter,Serie A,AS Roma,2010,8.0,Nicolás Burdisso2010
Chris Smalling,Fulham,Premier League,Man Utd,2010,8.0,Chris Smalling2010
Luís Fabiano,Sevilla FC,LaLiga,São Paulo,2010,7.6,Luís Fabiano2010
Ricardo Quaresma,Inter,Serie A,Besiktas,2010,7.3,Ricardo Quaresma2010
Eduardo,Arsenal,Premier League,Shakhtar D.,2010,7.2,Eduardo2010
Yossi Benayoun,Liverpool,Premier League,Chelsea,2010,7.0,Yossi Benayoun2010
Nikola Zigic,Valencia CF,LaLiga,Birmingham,2010,7.0,Nikola Zigic2010
Jonathan Biabiany,Inter,Serie A,Sampdoria,2010,7.0,Jonathan Biabiany2010
Ryan Babel,Liverpool,Premier League,TSG Hoffenheim,2010,7.0,Ryan Babel2010
Marc Janko,RB Salzburg,Bundesliga,FC Twente,2010,7.0,Marc Janko2010
Aleksandar Lukovic,Udinese Calcio,Serie A,Zenit S-Pb,2010,7.0,Aleksandar Lukovic2010
Luca Antonelli,Parma,Serie A,Genoa,2010,7.0,Luca Antonelli2010
Ben Foster,Man Utd,Premier League,Birmingham,2010,7.0,Ben Foster2010
Andrea Rispoli,Brescia,Serie A,Parma,2010,7.0,Andrea Rispoli2010
